,,,,,,,,,,,,,English
,"Feb 03, 2026 5:30 PM",Dale Wagner Insurance,1ce7c6f0-c1cf-4ba5-b348-1e4803bcf05c,https://app.policylift.ai/calls/1ce7c6f0-c1cf-4ba5-b348-1e4803bcf05c,filtered,unknown,unknown,unknown,"Customer contacts Dale Wagner Insurance, Kelly answers.",0:00:05,1,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?
",
,"Feb 03, 2026 6:02 PM",All Texas Insurance Brokers,c346f6d6-0e1b-4388-a677-af1c8fd245b3,https://app.policylift.ai/calls/c346f6d6-0e1b-4388-a677-af1c8fd245b3,filtered,unknown,unknown,unknown,Caller contacts All Texas Insurance Brokers for assistance.,0:00:00,1,"assistant: Hi - Thanks for calling All Texas Insurance Brokers,this is Kelly on a recorded line. How can I help?
",
,"Feb 09, 2026 1:45 PM",Dale Wagner Insurance,f99e598e-9230-4d92-9153-bdfee67df372,https://app.policylift.ai/calls/f99e598e-9230-4d92-9153-bdfee67df372,completed,unknown,unknown,unknown,Caller requests assistance for Jason Mackey.,0:00:33,4,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Calling for Jason Mackey.
assistant: Okay, Jason’s actually not available right now, but I can try to get a licensed agent on the line to help you out. One second.
assistant: Let me connect you with one of our agents who can help you further. Please hold for a moment.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M726)"
,"Feb 03, 2026 7:10 PM",Seguros Ideal,fa13f1f2-4637-477e-a766-082734cfae3d,https://app.policylift.ai/calls/fa13f1f2-4637-477e-a766-082734cfae3d,filtered,unknown,unknown,unknown,Insurance call greeting and language preference offered,0:00:00,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Feb 03, 2026 7:13 PM",Seguros Ideal,12cb7adf-db71-438a-b0f8-301115794696,https://app.policylift.ai/calls/12cb7adf-db71-438a-b0f8-301115794696,filtered,unknown,unknown,unknown,Call offered language selection for insurance discussion.,0:00:27,1,"assistant: Hi this is Kelly with Seguros Ideal on a recorded line. Si desea continuar en español, diga ""Español"".",
,"Mar 04, 2026 3:14 PM",Dale Wagner Insurance,ab831f46-a404-460a-a5d4-dead86fd50ef,https://app.policylift.ai/calls/ab831f46-a404-460a-a5d4-dead86fd50ef,completed,unknown,service,billing_payment,Customer wanted to pay car insurance by phone,0:00:33,5,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Hello?
assistant: Yeah, I'm here. What can I help you with today? 
user: I'm to pay my car insurance.
assistant: Okay, got it. Dale Wagner Insurance is actually closed right now, so I can't process payments over the phone.  If you need to make a payment, you can usually do it directly with your insurance company online or by phone.  Which company is your auto policy with? ",English
,"Feb 03, 2026 7:30 PM",All Texas Insurance Brokers,f8d1422e-148a-4e5f-9d0c-14edad9b3a46,https://app.policylift.ai/calls/f8d1422e-148a-4e5f-9d0c-14edad9b3a46,filtered,unknown,unknown,unknown,Customer contacted All Texas Insurance Brokers for assistance.,0:00:01,1,"assistant: Hi - Thanks for calling All Texas Insurance Brokers,this is Kelly on a recorded line. How can I help?
",
,"Dec 26, 2025 1:34 PM",Contractor Coverage,31f30a51-efa2-4d50-9295-9860b37e7640,https://app.policylift.ai/calls/31f30a51-efa2-4d50-9295-9860b37e7640,completed,unknown,unknown,unknown,Google Ads manager requests callback for Ryan,0:00:33,7,"assistant: Hi there. This is Kelly from Contractor Coverage. How can I help you today?
user: Hi. This is Mohammed. I'm the Google Ads manager. Just trying to reach out to Ryan
assistant: Thanks
user: 
assistant: Thanks for letting me know. May I have your preferred callback time, and is there a message you would like me to pass along to Ryan?
user: Can can't I speak right now, Ryan?
assistant: Contractor Coverage is currently closed. I can take a message for Ryan and make sure he gets it as soon as the office is open. Would you like to",english
,"Feb 03, 2026 8:54 PM",Guardians of the State Insurance,229aa232-ab20-4419-8220-dc092f5bfbdb,https://app.policylift.ai/calls/229aa232-ab20-4419-8220-dc092f5bfbdb,filtered,unknown,unknown,unknown,Customer called Guardians of the State Insurance,0:00:26,1,"assistant: Hi - Thanks for calling Guardians of the State Insurance,this is Judah on a recorded line. How can I help?
",
,"Feb 03, 2026 9:58 PM",JAMCO Insurance,ef54a4f7-fe5b-4519-8509-46730b497ee0,https://app.policylift.ai/calls/ef54a4f7-fe5b-4519-8509-46730b497ee0,filtered,unknown,unknown,unknown,"Kelly welcomes caller, offers help or agent connection.",0:00:03,1,"assistant: Hi this is Kelly on a recorded line, if you're already working with an agent at JAMCO, just let me know. Otherwise I'm here to help.",
,"Feb 25, 2026 12:21 PM",Dale Wagner Insurance,fc4b6a13-c506-43cd-9797-8ca6ceb1fa0a,https://app.policylift.ai/calls/fc4b6a13-c506-43cd-9797-8ca6ceb1fa0a,completed,unknown,service,document_request,"Requested copy of insurance card, available anytime.",0:00:33,6,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: Copy of insurance card
assistant: Oh, okay. You need a copy of your insurance card. Can I get your name and let a licensed agent know you need that? Also, when’s a good time for them to call you back?
user: no shoe dinner anytime.
assistant: Got it. So you don't have a specific time, and you’re available anytime. I’ll have a licensed agent reach out to you about your insurance card.

Just so you know, leaving a message won’t automatically bind, change, or delete coverage. Thanks for calling. Have a good day!
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.",English
,"Mar 04, 2026 7:04 PM",LSM Agency,58e9847e-ddaf-4793-8d7d-e41599e2131b,https://app.policylift.ai/calls/58e9847e-ddaf-4793-8d7d-e41599e2131b,spam,unknown,unknown,unknown,Caller repeatedly provides verification code digits.,0:00:34,37,"assistant: Hi - Thanks for calling LSM Agency,this is Kelly on a recorded line. How can I help?

user: Hi. Your phone verification code for six.
assistant: Okay, looks like you might have called LSM Agency by mistake.  
user: Nine
assistant: Yeah, just
user: five
assistant: Sorry, but this is
user: nine
assistant: Sorry, this
user: six
assistant: Yeah,
user: two
assistant: Got 
user: Again, six.
assistant: Just
user: Nine
assistant: Yeah, 
user: five
assistant: Alright, just so you know, this is LSM Agency.  
user: nine
assistant: Sorry, this
user: six
assistant: Just
user: two.
assistant: Yeah,
user: One last time, six.
assistant: Okay,
user: Nine
assistant: Just
user: five
assistant: Alright,
user: nine
assistant: Okay, just so you
user: six
assistant: Yeah,
user: two
assistant: Just",english
,"Feb 04, 2026 9:17 AM",Dale Wagner Insurance,f677d247-f726-4bc1-95a0-9db464f93288,https://app.policylift.ai/calls/f677d247-f726-4bc1-95a0-9db464f93288,filtered,unknown,unknown,unknown,Caller greeted by Kelly at Dale Wagner Insurance,0:00:00,1,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?
",
,"Feb 04, 2026 10:25 AM",Ott Insurance,d87d2026-36cb-4577-8066-a20c728bf1e5,https://app.policylift.ai/calls/d87d2026-36cb-4577-8066-a20c728bf1e5,filtered,unknown,unknown,unknown,Customer greeted by Kelly at Ott Insurance,0:00:01,1,"assistant: Hi - Thanks for calling Ott Insurance,this is Kelly on a recorded line. How can I help?
",
,"Dec 27, 2025 11:11 AM",Cal-West Insurance Services Inc.,94ad060b-1057-4464-b80a-cb178ec6724b,https://app.policylift.ai/calls/94ad060b-1057-4464-b80a-cb178ec6724b,completed,unknown,unknown,unknown,Customer requested help recovering lost email address,0:00:34,9,"assistant: Hi there. This is Kelly from Cal-West Insurance Services Inc.. How can I help you today?
user: Hi, ma'am. How are you?
assistant: I am doing well, thank you for asking. How can I assist you with your insurance needs today?
user: Can you text me my in my email? Because, I lost my email, so that's why I really need it.
assistant: I am not able to access or send emails or look up your email address. However, I can take a message for a licensed agent to assist you when the office
user: Okay.
user: Yes.
assistant: Thanks for calling us, we appreciate your time. Have a great day! Goodbye.
assistant: Thank you for contacting Cal-West",English
,"Mar 06, 2026 2:19 PM",Garage Sentinel,2052a7f5-b489-4ed7-990b-16a3e789d2d5,https://app.policylift.ai/calls/2052a7f5-b489-4ed7-990b-16a3e789d2d5,completed,unknown,unknown,unknown,Caller requests to speak with Mike Venue,0:00:34,6,"assistant: Hi - Thanks for calling Garage Sentinel,this is Kelly on a recorded line. How can I help?

user: Kelly. Is this ISC
user: I s Insurance?
assistant: Yeah. This is Garage Sentinel Insurance Agency in Tracy, California.  What can I help you with? 
user: Yes. Yeah. Is Mike Venue available?
assistant: Let me connect you with one of our agents who can help you further. Please hold for a moment.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M739)"
,"Feb 10, 2026 6:45 PM",All Texas Insurance Brokers,75ea2273-611c-4d0d-86c9-4e397ec0eb4e,https://app.policylift.ai/calls/75ea2273-611c-4d0d-86c9-4e397ec0eb4e,completed,personal,quote,personal_landlord,Requested callback for landlord insurance inquiry,0:00:34,6,"assistant: Hi - Thanks for calling All Texas Insurance Brokers,this is Kelly on a recorded line. How can I help?

user: Speak to a live person.
assistant: Oh, got it — yeah, we’re actually closed right now. We’re open Monday through Friday, 8:30 in the morning to 5 in the afternoon. I can take a message for a licensed agent if you want someone to call you back. What did you need help with?
user: Landlord insurance.
assistant: Sure. Let me grab some info now so when an agent calls you back, they're ready to go.
assistant: Can you give me your first and last name?",English
,"Mar 05, 2026 2:48 PM",Garage Sentinel,c703bd78-cee9-46ab-9cfd-4b8bdafecdb4,https://app.policylift.ai/calls/c703bd78-cee9-46ab-9cfd-4b8bdafecdb4,completed,commercial,quote,commercial_general_liability,Fabian requests update on Mountain Mobile Mechanic quote,0:00:34,4,"assistant: Hi - Thanks for calling Garage Sentinel,this is Kelly on a recorded line. How can I help?

user: Hi there. My name is Fabian. I, requested a quote a couple weeks ago. I'm with Mountain Mobile Mechanic. Just wanted to see if there's an update on that.
assistant: Yeah, got it. You're looking for an update on a quote for Mountain Mobile Mechanic.  Let me try to get a licensed agent on the line to help you out with that.  One sec. 
assistant: Let me connect you with one of our agents who can help you further. Please hold for a moment.",English
,"Jan 08, 2026 11:02 AM",Cal-West Insurance Services Inc.,59feb3be-c712-4b89-9864-63132e874f79,https://app.policylift.ai/calls/59feb3be-c712-4b89-9864-63132e874f79,completed,unknown,unknown,unknown,"Requested Viviana; office closed, message offered",0:00:34,7,"assistant: Hi - Thanks for calling Cal-West Insurance Services Inc.,this is Kelly on a recorded line. How can I help?

user: Kelly, is Viviana still there?
assistant: Viviana’s actually not in right now, since the office is closed at the moment. If you want, I can take a message and have her get back to you once we’re open again. What’s your name, and what would you like her to help with?
user: Okay.
assistant: Alright, what’s your name, and
user: Okay. Well, they gonna
assistant: Oh, okay. Were you looking for Viviana about an existing policy, a new quote, or something else? Let me know, and I’ll make sure your message gets to her so she can follow up when the office opens.","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M742)"
,"Jan 21, 2026 11:34 PM",FOCO Insurance Services,3cacf454-a6c3-4e0b-9147-f04a6c1dccf6,https://app.policylift.ai/calls/3cacf454-a6c3-4e0b-9147-f04a6c1dccf6,completed,unknown,service,unknown,Customer requested insurance policy balance information callback.,0:00:34,7,"assistant: Hi - Thanks for calling FOCO Insurance Services,this is Kelly on a recorded line. How can I help?

user: A balance
assistant: Okay. Are you asking about the balance on your insurance policy, or something else? Can you
user: insurance policy.
assistant: Got it. What’s your name? I’ll make sure a licensed agent gets back to you about your policy balance. Is there a good time for them to call you back?
user: Yes.
assistant: Alright. Just so you know, leaving a message won’t automatically bind, change, or delete coverage. What’s your name? I’ll pass this along to the team.",English
,"Jan 28, 2026 12:57 PM",Dale Wagner Insurance,402dfd70-158e-4626-babf-b7111578f59d,https://app.policylift.ai/calls/402dfd70-158e-4626-babf-b7111578f59d,completed,unknown,service,document_request,Customer requested ID card and declaration page,0:00:34,5,"assistant: Hi - Thanks for calling Dale Wagner Insurance,this is Kelly on a recorded line. How can I help?

user: May I please speak to someone?
assistant: Yeah, no problem. The office is actually closed right now, but I can help with general questions, get a quote started, or take a message for a licensed agent to call you back. What did you need help with today?
user: I need a ID card and a declaration page email.
assistant: Got it. I can get a message to a licensed agent so they can send those over. Can I get your name and let them know the best time to call you back?","=AI(""Please analyze the transcript in  and output a single enumerator, either english or spanish."" & M744)"
